우편번호,우편번호순서,도이름,시군구이름,읍면동이름,리건물이름,동호,전체주소
138873,291,서울특별시,송파구,풍납1동,,222-1~222-7,서울특별시 송파구 풍납1동 222-1~222-7
138873,261,서울특별시,송파구,풍납1동,,221-1,서울특별시 송파구 풍납1동 221-1
138873,281,서울특별시,송파구,풍납1동,,221-30~221-31,서울특별시 송파구 풍납1동 221-30~221-31
138873,251,서울특별시,송파구,풍납1동,,220-26,서울특별시 송파구 풍납1동 220-26
138873,331,서울특별시,송파구,풍납1동,,506~507,서울특별시 송파구 풍납1동 506~507
138873,221,서울특별시,송파구,풍납1동,,214-5,서울특별시 송파구 풍납1동 214-5
138873,201,서울특별시,송파구,풍납1동,,214-10,서울특별시 송파구 풍납1동 214-10
138873,1,서울특별시,송파구,풍납1동,,149~155,서울특별시 송파구 풍납1동 149~155
138873,51,서울특별시,송파구,풍납1동,,156-1~156-2,서울특별시 송파구 풍납1동 156-1~156-2
138873,71,서울특별시,송파구,풍납1동,,158-1~158-3,서울특별시 송파구 풍납1동 158-1~158-3
138873,91,서울특별시,송파구,풍납1동,,162-13~162-21,서울특별시 송파구 풍납1동 162-13~162-21
138873,81,서울특별시,송파구,풍납1동,,162-1~162-9,서울특별시 송파구 풍납1동 162-1~162-9
138873,111,서울특별시,송파구,풍납1동,,163-1~163-15,서울특별시 송파구 풍납1동 163-1~163-15
138873,21,서울특별시,송파구,풍납1동,,164~202,서울특별시 송파구 풍납1동 164~202
138873,31,서울특별시,송파구,풍납1동,,204,서울특별시 송파구 풍납1동 204
138873,141,서울특별시,송파구,풍납1동,,203-1~203-3,서울특별시 송파구 풍납1동 203-1~203-3
138873,191,서울특별시,송파구,풍납1동,,203-6~203-18,서울특별시 송파구 풍납1동 203-6~203-18
138873,181,서울특별시,송파구,풍납1동,,203-55~203-57,서울특별시 송파구 풍납1동 203-55~203-57
138873,171,서울특별시,송파구,풍납1동,,203-47~203-53,서울특별시 송파구 풍납1동 203-47~203-53
138873,151,서울특별시,송파구,풍납1동,,203-38,서울특별시 송파구 풍납1동 203-38
138873,161,서울특별시,송파구,풍납1동,,203-41,서울특별시 송파구 풍납1동 203-41
138873,131,서울특별시,송파구,풍납1동,,163-23~163-35,서울특별시 송파구 풍납1동 163-23~163-35
138873,121,서울특별시,송파구,풍납1동,,163-17~163-21,서울특별시 송파구 풍납1동 163-17~163-21
138873,101,서울특별시,송파구,풍납1동,,162-43~162-49,서울특별시 송파구 풍납1동 162-43~162-49
138873,11,서울특별시,송파구,풍납1동,,159~161,서울특별시 송파구 풍납1동 159~161
138873,61,서울특별시,송파구,풍납1동,,156-9,서울특별시 송파구 풍납1동 156-9
138873,321,서울특별시,송파구,풍납1동,,510,서울특별시 송파구 풍납1동 510
138874,31,서울특별시,송파구,풍납2동,,221-26~221-29,서울특별시 송파구 풍납2동 221-26~221-29
138874,1,서울특별시,송파구,풍납2동,,223~279,서울특별시 송파구 풍납2동 223~279
138874,61,서울특별시,송파구,풍납2동,,222-95~222-172,서울특별시 송파구 풍납2동 222-95~222-172
138874,51,서울특별시,송파구,풍납2동,,222-12~222-14,서울특별시 송파구 풍납2동 222-12~222-14
138874,41,서울특별시,송파구,풍납2동,,221-3~221-24,서울특별시 송파구 풍납2동 221-3~221-24
138874,11,서울특별시,송파구,풍납2동,,220-16~220-22,서울특별시 송파구 풍납2동 220-16~220-22
138874,21,서울특별시,송파구,풍납2동,,220-8~220-10,서울특별시 송파구 풍납2동 220-8~220-10
138875,1,서울특별시,송파구,풍납2동,,280~313,서울특별시 송파구 풍납2동 280~313
138876,1,서울특별시,송파구,풍납2동,,314~340,서울특별시 송파구 풍납2동 314~340
138877,11,서울특별시,송파구,풍납2동,,157,서울특별시 송파구 풍납2동 157
138877,41,서울특별시,송파구,풍납2동,,156-7,서울특별시 송파구 풍납2동 156-7
138877,31,서울특별시,송파구,풍납2동,,156-13~156-20,서울특별시 송파구 풍납2동 156-13~156-20
138877,51,서울특별시,송파구,풍납2동,,158-8~158-15,서울특별시 송파구 풍납2동 158-8~158-15
138877,1,서울특별시,송파구,풍납2동,,341~387,서울특별시 송파구 풍납2동 341~387
138877,21,서울특별시,송파구,풍납2동,,215~219,서울특별시 송파구 풍납2동 215~219
138877,121,서울특별시,송파구,풍납2동,,214-6,서울특별시 송파구 풍납2동 214-6
138877,111,서울특별시,송파구,풍납2동,,214-11~214-13,서울특별시 송파구 풍납2동 214-11~214-13
138877,101,서울특별시,송파구,풍납2동,,203-5,서울특별시 송파구 풍납2동 203-5
138877,91,서울특별시,송파구,풍납2동,,203-19~203-24,서울특별시 송파구 풍납2동 203-19~203-24
138877,81,서울특별시,송파구,풍납2동,,163-22,서울특별시 송파구 풍납2동 163-22
138877,71,서울특별시,송파구,풍납2동,,163-16,서울특별시 송파구 풍납2동 163-16
138877,61,서울특별시,송파구,풍납2동,,162-25~162-41,서울특별시 송파구 풍납2동 162-25~162-41
138878,1,서울특별시,송파구,풍납2동,,388~399,서울특별시 송파구 풍납2동 388~399
138879,41,서울특별시,송파구,풍납2동,,511~512,서울특별시 송파구 풍납2동 511~512
138879,51,서울특별시,송파구,풍납2동,,501~505,서울특별시 송파구 풍납2동 501~505
138879,1,서울특별시,송파구,풍납2동,,400~472,서울특별시 송파구 풍납2동 400~472
138880,7,서울특별시,송파구,삼전동,산림조합중앙회,,서울특별시 송파구 삼전동 산림조합중앙회
138881,11,서울특별시,송파구,가락1동,,289,서울특별시 송파구 가락1동 289
138881,21,서울특별시,송파구,가락1동,,600,서울특별시 송파구 가락1동 600
138882,2,서울특별시,송파구,오륜동,올림픽선수촌아파트,(216~258동),서울특별시 송파구 오륜동 올림픽선수촌아파트 (216~258동)
138883,11,서울특별시,송파구,가락1동,,478~509,서울특별시 송파구 가락1동 478~509
138884,1,서울특별시,송파구,방이2동,,400~500,서울특별시 송파구 방이2동 400~500
138885,11,서울특별시,송파구,문정2동,,150,서울특별시 송파구 문정2동 150
138886,11,서울특별시,송파구,문정2동,,190~299,서울특별시 송파구 문정2동 190~299
138887,11,서울특별시,송파구,문정2동,,300~500,서울특별시 송파구 문정2동 300~500
138888,11,서울특별시,송파구,문정2동,,501~850,서울특별시 송파구 문정2동 501~850
138889,11,서울특별시,송파구,잠실2동,,1~10,서울특별시 송파구 잠실2동 1~10
138890,12,서울특별시,송파구,잠실3동,트리지움아파트,(301~321동),서울특별시 송파구 잠실3동 트리지움아파트 (301~321동)
138891,12,서울특별시,송파구,잠실3동,트리지움아파트,(322~346동),서울특별시 송파구 잠실3동 트리지움아파트 (322~346동)
138892,11,서울특별시,송파구,잠실7동,,50~115,서울특별시 송파구 잠실7동 50~115
138893,12,서울특별시,송파구,마천2동,송파파크데일1단지아파트,(101~115동),서울특별시 송파구 마천2동 송파파크데일1단지아파트 (101~115동)
138894,12,서울특별시,송파구,마천1동,송파파크데일2단지아파트,(201~213동),서울특별시 송파구 마천1동 송파파크데일2단지아파트 (201~213동)
138900,2,서울특별시,송파구,거여1동,현대아파트,(301~303동),서울특별시 송파구 거여1동 현대아파트 (301~303동)
138901,2,서울특별시,송파구,거여2동,거여1단지아파트,(101~106동),서울특별시 송파구 거여2동 거여1단지아파트 (101~106동)
138902,2,서울특별시,송파구,거여2동,거여2단지아파트,(201~211동),서울특별시 송파구 거여2동 거여2단지아파트 (201~211동)
138903,2,서울특별시,송파구,거여2동,거여3단지아파트,(301~305동),서울특별시 송파구 거여2동 거여3단지아파트 (301~305동)
138904,2,서울특별시,송파구,거여2동,거여4단지아파트,(401~406동),서울특별시 송파구 거여2동 거여4단지아파트 (401~406동)
138905,2,서울특별시,송파구,거여2동,거여5단지아파트,(501~506동),서울특별시 송파구 거여2동 거여5단지아파트 (501~506동)
138906,2,서울특별시,송파구,거여2동,거여6단지아파트,(601~605동),서울특별시 송파구 거여2동 거여6단지아파트 (601~605동)
138907,2,서울특별시,송파구,송파1동,경남레이크파크,,서울특별시 송파구 송파1동 경남레이크파크
138908,11,서울특별시,송파구,잠실2동,,19,서울특별시 송파구 잠실2동 19
138908,2,서울특별시,송파구,잠실2동,잠실엘스아파트,(101~125동),서울특별시 송파구 잠실2동 잠실엘스아파트 (101~125동)
138909,2,서울특별시,송파구,잠실2동,잠실엘스아파트,(126~149동),서울특별시 송파구 잠실2동 잠실엘스아파트 (126~149동)
138910,2,서울특별시,송파구,잠실2동,잠실엘스아파트,(150~172동),서울특별시 송파구 잠실2동 잠실엘스아파트 (150~172동)
138911,12,서울특별시,송파구,잠실2동,리센츠아파트,(201~221동),서울특별시 송파구 잠실2동 리센츠아파트 (201~221동)
138911,21,서울특별시,송파구,잠실2동,,22,서울특별시 송파구 잠실2동 22
138912,12,서울특별시,송파구,잠실2동,리센츠아파트,(222~244동),서울특별시 송파구 잠실2동 리센츠아파트 (222~244동)
138913,12,서울특별시,송파구,잠실2동,리센츠아파트,(245~265동),서울특별시 송파구 잠실2동 리센츠아파트 (245~265동)
138915,11,서울특별시,송파구,잠실3동,,33~47,서울특별시 송파구 잠실3동 33~47
138916,2,서울특별시,송파구,잠실3동,잠실5단지아파트,(501~516동),서울특별시 송파구 잠실3동 잠실5단지아파트 (501~516동)
138916,11,서울특별시,송파구,잠실3동,,27,서울특별시 송파구 잠실3동 27
138917,2,서울특별시,송파구,잠실3동,잠실5단지아파트,(517~530동),서울특별시 송파구 잠실3동 잠실5단지아파트 (517~530동)
138918,2,서울특별시,송파구,잠실6동,장미아파트,(16~31동),서울특별시 송파구 잠실6동 장미아파트 (16~31동)
138919,2,서울특별시,송파구,풍납2동,현대리버빌아파트,,서울특별시 송파구 풍납2동 현대리버빌아파트
138920,2,서울특별시,송파구,석촌동,한솔아파트,,서울특별시 송파구 석촌동 한솔아파트
138921,13,서울특별시,송파구,신천동,한국광고문화회관,,서울특별시 송파구 신천동 한국광고문화회관
138922,13,서울특별시,송파구,신천동,잠실I-SPACE빌딩,,서울특별시 송파구 신천동 잠실I-SPACE빌딩
138923,11,서울특별시,송파구,장지동,,801~841,서울특별시 송파구 장지동 801~841
138924,11,서울특별시,송파구,장지동,,842~850,서울특별시 송파구 장지동 842~850
138925,11,서울특별시,송파구,장지동,,851~863,서울특별시 송파구 장지동 851~863
138926,11,서울특별시,송파구,장지동,,864~900,서울특별시 송파구 장지동 864~900
138927,11,서울특별시,송파구,장지동,,901~950,서울특별시 송파구 장지동 901~950
138928,11,서울특별시,송파구,장지동,,951~1000,서울특별시 송파구 장지동 951~1000
138929,12,서울특별시,송파구,신천동,더삽스타리버아파트,(101~102동),서울특별시 송파구 신천동 더삽스타리버아파트 (101~102동)
138930,12,서울특별시,송파구,잠실4동,파크리오아파트,(101~120동),서울특별시 송파구 잠실4동 파크리오아파트 (101~120동)
138931,12,서울특별시,송파구,잠실4동,파크리오아파트,(201~229동),서울특별시 송파구 잠실4동 파크리오아파트 (201~229동)
138932,12,서울특별시,송파구,잠실4동,파크리오아파트,(301~317동),서울특별시 송파구 잠실4동 파크리오아파트 (301~317동)
138933,11,서울특별시,송파구,잠실4동,,14~18,서울특별시 송파구 잠실4동 14~18
138933,21,서울특별시,송파구,잠실4동,,20,서울특별시 송파구 잠실4동 20
138934,21,서울특별시,송파구,잠실6동,,29~32,서울특별시 송파구 잠실6동 29~32
138934,11,서울특별시,송파구,잠실6동,,7~12,서울특별시 송파구 잠실6동 7~12
138940,12,서울특별시,송파구,장지동,송파파인타운1단지아파트,(101~107동),서울특별시 송파구 장지동 송파파인타운1단지아파트 (101~107동)
138941,12,서울특별시,송파구,장지동,송파파인타운3단지아파트,(301~310동),서울특별시 송파구 장지동 송파파인타운3단지아파트 (301~310동)
138941,22,서울특별시,송파구,장지동,송파파인타운2단지아파트,(201~209동),서울특별시 송파구 장지동 송파파인타운2단지아파트 (201~209동)
